OBJECTID;X;Y;org_name;Name;addrln1;city;post_id;zip;latitude;longitude;POINT_X;POINT_Y
157201875;-118.204240056034493;34.171673066434394;US Geological Survey (USGS);Chevy Chase 5-005 Dam;;Glendale;13628;;34.1716731;-118.20424;6499891.90429506;1884918.23175223
157201876;-118.212573656588589;34.155007066730249;US Geological Survey (USGS);Glenoaks 968 Reservoir 5-007 Dam;;Glendale;13629;;34.1550071;-118.2125736;6497358.33816797;1878858.41119473
157201877;-118.427581556923329;34.68665126569995;US Geological Survey (USGS);Fairmont 6-008 Dam;;;13630;;34.6866513;-118.4275815;6433133.17593613;2072540.70919681
157201878;-118.204240056091649;34.175006167132814;US Geological Survey (USGS);Chevy Chase 1290 5-008 Dam;;Glendale;13631;;34.1750062;-118.20424;6499894.36885706;1886131.20504805
157201879;-118.222574256758548;34.188338966318405;US Geological Survey (USGS);East Glorietta 5-009 Dam;;Glendale;13632;;34.188339;-118.2225742;6494359.62172447;1890995.01356189
157201880;-118.630921056188271;34.561933965822142;US Geological Survey (USGS);Elderberry Forebay 6-049 Dam;;;13633;;34.561934;-118.630921;6371722.18852213;2027475.38331714
157201881;-118.48425135607917;34.295001166494323;US Geological Survey (USGS);Los Angeles Reservoir 6-050 Dam;;Los Angeles;13634;;34.2950012;-118.4842513;6415410.89707631;1930089.11024231
157201882;-118.75119985523817;34.104728266444262;US Geological Survey (USGS);Malibou Lake Club 771 Dam;;;13635;;34.1047283;-118.7511998;6334267.64466497;1861342.75331272
157201883;-118.732865855033552;34.098339466653229;US Geological Survey (USGS);Century 001-071 Dam;;;13636;;34.0983395;-118.7328658;6339800.64967506;1858976.84006555
157201884;-118.564253755987465;34.263335966317193;US Geological Survey (USGS);Porter Estate 775 Dam;;Los Angeles;13637;;34.263336;-118.5642537;6391183.15484947;1918691.76919189
157201885;-118.784257755680528;34.150005466249524;US Geological Survey (USGS);Lindero 785 Dam;;Agoura Hills;13638;;34.1500055;-118.7842577;6324389.13587873;1877895.89343473
157201886;-118.48425125646547;34.305000766231309;US Geological Survey (USGS);Yarnell Debris Basin 6-046 Dam;;Los Angeles;13639;;34.3050008;-118.4842512;6415428.45839289;1933728.1072294
157201887;-118.485000056040334;34.291999966602866;US Geological Survey (USGS);L Van Norman Bypass;;Los Angeles;13640;;34.292;-118.485;6415179.49760471;1928998.02121714
157201888;-118.351184955887305;33.353084068136496;US Geological Survey (USGS);Wrigley Reservoir 104-026 Dam;;;13641;;33.3530841;-118.3511849;6454403.40012789;1587131.94445197
157201889;-117.78422505730353;34.106675667214255;US Geological Survey (USGS);Live Oak Reservoir 35-013 Dam;;La Verne;13642;;34.1066757;-117.784225;6626988.62254205;1861271.83547556
157201890;-118.044233656176829;33.99667906684342;US Geological Survey (USGS);Whittier Reservoir Number 4 18-002 Dam;;Whittier;13643;;33.9966791;-118.0442336;6548262.53721239;1821174.76442315
157201891;-117.964787157427594;34.245003167067814;US Geological Survey (USGS);Cogswell Dam;;;13644;;34.2450032;-117.9647871;6572312.16529414;1911543.48558822
157201892;-117.780891657831006;34.113342066938607;US Geological Survey (USGS);Weymouth Memorial Reservoir 35-011 Dam;;La Verne;13645;;34.1133421;-117.7808916;6627992.40203056;1863700.03960864
157201893;-118.021733457104631;34.171394566887855;US Geological Survey (USGS);Santa Anita Debris Basin;;Arcadia;13646;;34.1713946;-118.0217334;6555096.39099872;1884754.83050422
157201894;-117.832560256863644;34.155007167426561;US Geological Survey (USGS);Big Dalton Debris Dam;;Glendora;13647;;34.1550072;-117.8325602;6612327.55573563;1878832.6422174
157201895;-118.304243956818738;34.200005066675352;US Geological Survey (USGS);Stough Debris Dam;;Burbank;13648;;34.2000051;-118.3042439;6469674.0542978;1895305.2211488
157201896;-118.295000056543074;34.196999966752905;US Geological Survey (USGS);Lower Sunset Debris Basin;;Burbank;13649;;34.197;-118.295;6472465.97686355;1894203.28404823
157201897;-118.445916555857494;34.329999766657821;US Geological Survey (USGS);Wilson Debris Dam;;Los Angeles;13650;;34.3299998;-118.4459165;6427045.6592398;1942772.05633307
157201898;-118.458416955984234;34.326110966300391;US Geological Survey (USGS);Schoolhouse Debris Dam;;Los Angeles;13651;;34.326111;-118.4584169;6423265.29081631;1941373.8399694
157201899;-118.075902057298265;34.161672967233898;US Geological Survey (USGS);Morris S Jones 19-003 Dam;;Pasadena;13652;;34.161673;-118.075902;6538708.76235671;1881224.92155357
157201900;-118.042845256668159;34.176116666861134;US Geological Survey (USGS);Sierra Madre Debris Basin Dam;;Sierra Madre;13653;;34.1761167;-118.0428452;6548711.21052764;1886475.33920231
157201901;-117.711445157115065;34.140008267418665;US Geological Survey (USGS);Thompson Creek Dam;;Claremont;13654;;34.1400083;-117.7114451;6648985.30230188;1873457.40624873
157201902;-117.782836156893723;34.130563766978057;US Geological Survey (USGS);Puddingstone Diversion Dam;;La Verne;13655;;34.1305638;-117.7828361;6627390.28053139;1869966.04282464
157201903;-118.122570657053828;34.198338266842356;US Geological Survey (USGS);Rubio Wash Debris 32-021 Dam;;;13656;;34.1983383;-118.1225706;6524607.04318489;1894582.01590231
157201904;-118.164237856971084;34.061677566539799;US Geological Survey (USGS);Laguna Regulating Basin 32-022 Dam;;Monterey Park;13657;;34.0616776;-118.1642378;6511926.3359348;1844866.69899456
157201905;-118.455914456259407;34.118340566755649;US Geological Survey (USGS);Upper Stone Canyon 6-044 Dam;;Los Angeles;13658;;34.1183406;-118.4559144;6423677.89333755;1865759.73758897
157201906;-118.445077655684941;33.355306467920784;US Geological Survey (USGS);Thompson Dam;;;13659;;33.3553065;-118.4450776;6425728.28851497;1588054.38847323
157201907;-118.824259154818449;34.135005766469277;US Geological Survey (USGS);Potrero 786 Dam;;Westlake Village;13660;;34.1350058;-118.8242591;6312242.01056673;1872534.24667773
157201908;-118.394803656484214;34.249447366398826;US Geological Survey (USGS);Hansen Recreational Lake;;Los Angeles;13661;;34.2494474;-118.3948036;6442361.70472313;1913393.24632439
157201909;-118.242000056860419;34.602999965569701;US Geological Survey (USGS);Amargosa Creek;;;13662;;34.603;-118.242;6488848.19967647;2041911.89184564
157201910;-118.500914355637335;34.05000886706636;US Geological Survey (USGS);Riviera Reservoir 1043 Dam;;Los Angeles;13663;;34.0500089;-118.5009143;6409933.87915897;1840957.67006722
157201911;-118.337572655584282;33.788350067676411;US Geological Survey (USGS);10 Mg Walteria 1049 Dam;;Torrance;13664;;33.7883501;-118.3375726;6459093.15912105;1745528.16538855
157201912;-118.400912356465071;34.093341866388663;US Geological Survey (USGS);Greystone Reservoir 1061 Dam;;Beverly Hills;13665;;34.0933419;-118.4009123;6440289.09896022;1856591.36320923
157201913;-117.820000057030271;34.140999966895514;US Geological Survey (USGS);Morgan Debris Basin;;Glendora;13666;;34.141;-117.82;6616136.64260563;1873741.74163806
157201914;-118.435000056664521;34.704999965475309;US Geological Survey (USGS);Fairmont No 2;;;13667;;34.705;-118.435;6430931.98020731;2079227.87758097
157201915;-118.337000056176578;33.787999967072977;US Geological Survey (USGS);18 Mg Walteria;;Torrance;13668;;33.788;-118.337;6459266.72537497;1745400.17089389
157211212;-118.019511156619146;34.18361636654523;US Geological Survey (USGS);Santa Anita Dam;;;25105;;34.1836164;-118.0195111;6555769.45723788;1889202.42692398
157211227;-118.188407056317558;34.293334366686345;US Geological Survey (USGS);Big Tujunga Dam;;;25124;;34.2933344;-118.188407;6504764.04251663;1929183.55627914
157211259;-118.295910255963946;34.195005266492764;US Geological Survey (USGS);Sunset Debris Dam;;;25176;;34.1950053;-118.2959102;6472188.60766764;1893478.18871364
157211260;-118.264243056452486;34.270002066508411;US Geological Survey (USGS);Bluegum Canyon Debris Dam;;;25177;;34.2700021;-118.264243;6481836.32885772;1920744.10662265
157211261;-118.055901357427288;34.173339067172492;US Geological Survey (USGS);Carter Debris Dam;;;25178;;34.1733391;-118.0559013;6544761.65280998;1885466.45998648
157211262;-118.272576156573294;34.203338266710645;US Geological Survey (USGS);Childs Canyon Debris Dam;;;25179;;34.2033383;-118.2725761;6479252.92424764;1896490.75388272
157211263;-118.274242856250964;34.205004867023071;US Geological Survey (USGS);Elmwood Debris Dam;;;25180;;34.2050049;-118.2742428;6478750.62899239;1897098.62832314
157211264;-118.269242656767958;34.200005166479357;US Geological Survey (USGS);Hillcrest Canyon Debris Dam;;;25181;;34.2000052;-118.2692426;6480257.60563722;1895275.06635347
157211265;-118.209240656667973;34.225003966691865;US Geological Survey (USGS);Winery Canyon Debris Dam;;;25182;;34.225004;-118.2092406;6498419.72679321;1904329.37960964
157211266;-118.242575156972848;34.206671566570364;US Geological Survey (USGS);Verdugo Wash Debris Basin Dam;;;25183;;34.2066716;-118.2425751;6488327.07735914;1897680.55366848
157211267;-118.060901557089991;34.171672466637396;US Geological Survey (USGS);Bailey Debris Dam;;;25184;;34.1716725;-118.0609015;6543248.85662296;1884860.83258881
157211268;-118.022566857224675;34.170005766884486;US Geological Survey (USGS);Santa Anita Debris Dam;;;25186;;34.1700058;-118.0225668;6554844.19005956;1884249.47652806
157211273;-118.270908556087363;34.110009167029084;US Geological Survey (USGS);Rowena 6-018 Dam;;;25191;;34.1100092;-118.2709085;6479665.60977396;1862525.35035698
157211274;-118.445913355816018;34.075008766634134;US Geological Survey (USGS);Sawtelle Pressure Break Reservoir 6-021 Dam;;;25192;;34.0750088;-118.4459133;6426634.96977247;1849977.05754022
157211276;-118.48591805623002;34.291667966541787;US Geological Survey (USGS);Lower Van Norman Bypass 6-048 Dam;;;25194;;34.291668;-118.485918;6414901.64022081;1928878.54081306
157211277;-117.920899657576257;34.519993466114464;US Geological Survey (USGS);Pearblossom Spilling Basin 1-061 Dam;;;25195;;34.5199935;-117.9208996;6585496.83413471;2011625.47800915
157211278;-118.037566756664674;33.99167906714856;US Geological Survey (USGS);Greenleaf 18 Dam;;;25196;;33.9916791;-118.0375667;6550282.68310647;1819354.33925822
157211280;-117.782558457481883;34.131674867533164;US Geological Survey (USGS);Puddingstone Diversion 32-016 Dam;;;25198;;34.1316749;-117.7825584;6627473.4453913;1870370.57351165
157211281;-118.180905556635764;34.118341867264192;US Geological Survey (USGS);Highland 6-012 Dam;;;25199;;34.1183419;-118.1809055;6506915.17600964;1865496.54126498
157211303;-118.188961156226725;34.076677166587395;US Geological Survey (USGS);Ascot 6-000 Dam;;;25225;;34.0766772;-118.1889611;6504448.46571997;1850338.48693548
157211518;-118.501190955190722;33.200031568524579;US Geological Survey (USGS);Santa Catalina Basin;;;25446;;33.2000316;-118.5011909;6408307.6986843;1531620.96492298
157211590;-118.587864356612215;34.594988565978866;US Geological Survey (USGS);Necktie Basin;;;25519;;34.5949886;-118.5878643;6384755.2457893;2039426.00311664
157211593;-118.505639556143407;34.672762965248801;US Geological Survey (USGS);The Potholes;;;25522;;34.672763;-118.5056395;6409642.57757622;2067595.32833956
157211717;-118.447861156387816;34.256391666283641;US Geological Survey (USGS);Pacoima Spreading Grounds;;;25647;;34.2563917;-118.4478611;6426339.22594139;1915987.58562389
157211762;-118.446194356417223;34.330555265885273;US Geological Survey (USGS);Wilson Debris Basin;;;25694;;34.3305553;-118.4461943;6426962.68762097;1942974.58315898
157211867;-118.504528555589715;34.183616066564042;US Geological Survey (USGS);Sepulveda Flood Control Basin;;;25806;;34.1836161;-118.5045285;6409083.1262673;1889584.68206498
157211870;-118.478695656618854;34.284723766032066;US Geological Survey (USGS);Lower Retention Basin;;;25810;;34.2847238;-118.4786956;6417071.07223363;1926340.97994331
157211887;-118.485362455969849;34.304167466185845;US Geological Survey (USGS);Yarnell Debris Basin;;;25829;;34.3041675;-118.4853624;6415091.41904072;1933426.47594289
157211935;-117.852285457140582;34.42027546622424;US Geological Survey (USGS);Devils Punchbowl;;;25877;;34.4202755;-117.8522854;6606218.02956888;1975359.27987239
157212333;-117.83561705719741;34.323890167159249;US Geological Survey (USGS);Yerba Santa Amphitheater;;;26276;;34.3238902;-117.835617;6611302.23954481;1940290.63708331
157212344;-117.936732957855966;34.462495466554046;US Geological Survey (USGS);Juniper Bowl;;;26287;;34.4624955;-117.9367329;6580740.72127163;1990697.29283148
157212401;-118.277021256830523;34.260835766533638;US Geological Survey (USGS);Haines Canyon Debris Basin;;;26345;;34.2608358;-118.2770212;6477966.55182038;1917418.72974323
157212402;-118.303688356378089;34.200560566756792;US Geological Survey (USGS);Stough Debris Basin;;;26346;;34.2005606;-118.3036883;6469842.66518106;1895506.8687114
157212403;-118.296188056307813;34.196394067010026;US Geological Survey (USGS);Sunset Debris Basin;;;26347;;34.1963941;-118.296188;6472106.09175655;1893983.84354223
157212404;-117.967842556936347;34.156395267230494;US Geological Survey (USGS);Bradbury Debris Basin;;;26348;;34.1563953;-117.9678425;6571399.09789455;1879297.1590049
157212405;-118.253131356101775;34.248058566684286;US Geological Survey (USGS);Dunsmore Debris Basin;;;26349;;34.2480586;-118.2531313;6485173.3166063;1912749.85358231
157212406;-118.056179156690703;34.174450066974366;US Geological Survey (USGS);Auburn Debris Basin;;;26350;;34.1744501;-118.0561791;6544677.85179646;1885870.81974205
157212407;-118.050345556514401;34.174172367142518;US Geological Survey (USGS);Carter Debris Basin;;;26351;;34.1741724;-118.0503455;6546442.28822821;1885768.82486731
157212408;-118.032844956616046;34.172783467039721;US Geological Survey (USGS);Lannan Debris Basin;;;26352;;34.1727835;-118.0328449;6551735.54142122;1885261.18874347
157212409;-117.998677057194541;34.164450266605748;US Geological Survey (USGS);Ruby Canyon Debris Basin;;;26353;;34.1644503;-117.998677;6562070.54174855;1882226.96580932
157212410;-117.992010157470986;34.169450166522942;US Geological Survey (USGS);Sawpit Debris Basin;;;26354;;34.1694502;-117.9920101;6564087.17354205;1884046.61374481
157212411;-118.042289757103461;34.176949966878468;US Geological Survey (USGS);Sierra Madre Debris Basin;;;26355;;34.17695;-118.0422897;6548879.35651681;1886778.52101064
157212418;-118.242573756719452;34.05001206687642;US Geological Survey (USGS);Los Angeles Basin;;;26362;;34.0500121;-118.2425737;6488189.92048122;1840669.42097181
157212465;-118.077291057056868;34.171672566438339;US Geological Survey (USGS);Sierra Madre Villa Debris Basin;;;26409;;34.1716726;-118.077291;6538291.3658818;1884864.27647956
157212505;-118.398685855739814;33.849736867359837;US Geological Survey (USGS);Basin One;;;26456;;33.8497369;-118.3986858;6440611.57206856;1767936.28527039
157212506;-118.396463556116515;33.84695916750416;US Geological Survey (USGS);Basin Two;;;26457;;33.8469592;-118.3964635;6441282.37059572;1766922.74891165
157211070;-118.574808556742241;34.79942366537589;US Geological Survey (USGS);Holiday Lake;;;24946;;34.7994237;-118.5748085;6389109.74036114;2113802.40521656
157211071;-118.445637656557125;34.675818365908128;US Geological Survey (USGS);Hughes Lake;;;24947;;34.6758184;-118.4456376;6427687.8095303;2068621.9040423
157211081;-118.402580856470564;34.665818865481555;US Geological Survey (USGS);Elizabeth Lake;;;24961;;34.6658189;-118.4025808;6440618.33977155;2064928.19850323
157211083;-118.567030056404988;34.730815765455155;US Geological Survey (USGS);Tweedy Lake;;;24963;;34.7308158;-118.56703;6391304.01189122;2088820.71666297
157211086;-118.432303956853801;34.672762965850346;US Geological Survey (USGS);Munz Lakes;;;24966;;34.672763;-118.4323039;6431691.82580046;2067492.4558419
157211104;-118.630642956219205;34.743037365750659;US Geological Survey (USGS);Gookins Dry Lake;;;24985;;34.7430374;-118.6306429;6372219.41948305;2093382.34205414
157211113;-118.546751756280258;34.708872365369437;US Geological Survey (USGS);Hidden Lake;;;24994;;34.7088724;-118.5467517;6397353.20451722;2080801.1654449
157211117;-118.459244955632784;33.971122567230736;US Geological Survey (USGS);Ballona Lagoon;;;25001;;33.9711226;-118.4592449;6422425.07792981;1812189.35818139
157211124;-118.452300256244328;33.961122866655792;US Geological Survey (USGS);Del Rey Lagoon;;;25010;;33.9611229;-118.4523002;6424514.35491922;1808540.74277523
157211132;-117.779227557808099;34.414165166223064;US Geological Survey (USGS);Caldwell Lake;;;25018;;34.4141652;-117.7792275;6628255.65511297;1973176.0086484
157211138;-118.059512156523169;34.033622267483729;US Geological Survey (USGS);Legg Lake;;;25025;;34.0336223;-118.0595121;6543639.38012014;1834621.52788389
157211151;-118.148678756589959;33.834738467486034;US Geological Survey (USGS);Bouton Lake;;;25039;;33.8347385;-118.1486787;6516516.68403755;1762271.30119357
157211158;-117.847006257804651;34.319445766506966;US Geological Survey (USGS);Crystal Lake;;;25047;;34.3194458;-117.8470062;6607865.97968505;1938667.80929223
157211162;-118.571198356057153;34.268613566638329;US Geological Survey (USGS);Monteria Lake;;;25051;;34.2686136;-118.5711983;6389095.80600581;1920624.2043034
157211167;-118.133399256125273;33.770850567433655;US Geological Survey (USGS);Colorado Lagoon;;;25057;;33.7708506;-118.1333992;6521126.20270564;1739014.26273398
157211170;-118.390908655456286;33.400305368135442;US Geological Survey (USGS);Echo Lake;;;25060;;33.4003054;-118.3909086;6442336.97216105;1604363.09568514
157211194;-118.3742472560007;34.263057966306754;US Geological Survey (USGS);Redwing Lake;;;25085;;34.263058;-118.3742472;6448592.20735396;1918322.5927649
157211200;-118.38008085638883;34.262780266369418;US Geological Survey (USGS);Middle Lake;;;25092;;34.2627803;-118.3800808;6446829.22170672;1918228.14708765
157211208;-118.55147115570891;34.043619667035607;US Geological Survey (USGS);Santa Ynez Lake;;;25101;;34.0436197;-118.5514711;6394606.65489222;1838712.71950464
157211250;-117.726169857962631;34.392499466483144;US Geological Survey (USGS);Jackson Lake;;;25164;;34.3924995;-117.7261698;6644279.38487647;1965330.82519181
157211271;-118.293405055953841;33.787239667573566;US Geological Survey (USGS);Harbor Lake;;;25189;;33.7872397;-118.293405;6472513.01482722;1745081.93793456
157211302;-118.348967056750581;34.146951366931312;US Geological Survey (USGS);Toluca Lake;;;25224;;34.1469514;-118.348967;6456083.85280372;1876042.07299539
157211304;-118.680918655801406;34.03278556673957;US Geological Survey (USGS);Malibu Lagoon;;;25226;;34.0327856;-118.6809186;6355365.42431971;1835010.46378581
157248919;-118.385517652991567;33.889405590144207;City of Manhattan Beach;Polliwog Lake;1601 Manhattan Beach Blvd;Manhattan Beach;62370;90266;33.88940562;-118.3855176;6444665.37268797;1782357.00150764
157209952;-118.316183655647933;33.302807368566654;US Geological Survey (USGS);Catalina Island East End Light;;;23647;;33.3028074;-118.3161836;6465036.7033363;1568797.78853506
157210136;-118.606194355351832;33.478358567961536;US Geological Survey (USGS);Catalina Island West End Light;;;23843;;33.4783586;-118.6061943;6376788.29223505;1633096.07069939
157210154;-118.595914954514257;33.030311168685699;US Geological Survey (USGS);North Head Lighthouse;;;23867;;33.0303112;-118.5959149;6378956.57037881;1470004.68264398
157210191;-118.410628855298256;33.741961067702817;US Geological Survey (USGS);Point Vicente Lighthouse;;;23912;;33.7419611;-118.4106288;6436824.93692531;1728728.62287223
157210411;-118.293682455907572;33.70529716730325;US Geological Survey (USGS);Point Fermin Lighthouse;;;24186;;33.7052972;-118.2936824;6472341.59325406;1715260.97854772
157248660;-118.25173705581885;33.708353067909535;US Geological Survey (USGS);Angels Gate Lighthouse;;;24279;;33.7083531;-118.251737;6485102.79148489;1716338.50132707
157253343;-118.284602221216275;33.711221273369958;LA City Department Recreation and Parks;Cabrillo Beach and Marine Aquarium;;;;;33.71122131;-118.28460217;6475109.60543455;1717408.99688947
157253344;-118.284602221216275;33.711221273369958;LA City Department Recreation and Parks;Cabrillo Beach and Marine Aquarium;;;;;33.71122131;-118.28460217;6475109.60543455;1717408.99688947
157253345;-118.284602221216275;33.711221273369958;LA City Department Recreation and Parks;Cabrillo Beach and Marine Aquarium;;Los Angeles;;;33.71122131;-118.28460217;6475109.60543455;1717408.99688947
157253346;-118.284602221216275;33.711221273369958;LA City Department Recreation and Parks;Cabrillo Beach and Marine Aquarium;;Los Angeles;;;33.71122131;-118.28460217;6475109.60543455;1717408.99688947
157253347;-118.284602221216275;33.711221273369958;LA City Department Recreation and Parks;Cabrillo Beach and Marine Aquarium;3800 Stephen M. White Drive;;;;33.71122131;-118.28460217;6475109.60543455;1717408.99688947
157253348;-118.284602221216275;33.711221273369958;LA City Department Recreation and Parks;Cabrillo Beach and Marine Aquarium;3800 Stephen M. White Drive;;;;33.71122131;-118.28460217;6475109.60543455;1717408.99688947
157253349;-118.284602221216275;33.711221273369958;LA City Department Recreation and Parks;Cabrillo Beach and Marine Aquarium;3800 Stephen M. White Drive;Los Angeles;;;33.71122131;-118.28460217;6475109.60543455;1717408.99688947
157253350;-118.284602221216275;33.711221273369958;LA City Department Recreation and Parks;Cabrillo Beach and Marine Aquarium;3800 Stephen M. White Drive;Los Angeles;;;33.71122131;-118.28460217;6475109.60543455;1717408.99688947
157210082;-118.719535155909682;34.810256165244361;US Geological Survey (USGS);Oso Pumping Plant;;;23781;;34.8102562;-118.7195351;6345690.93185772;2118024.39119515
157210341;-118.348611156189932;34.186111066946921;US Geological Survey (USGS);City Of Burbank Valley Pumping Plant;;;24101;;34.1861111;-118.3486111;6456240.96075723;1890292.54022931
157210342;-118.353333356616574;34.180833266616254;US Geological Survey (USGS);Jefferson Avenue Pumping Station;;;24102;;34.1808333;-118.3533333;6454806.09486055;1888376.85147539
157210695;-118.239444456806112;34.158888866609502;US Geological Survey (USGS);Verdugo Metropolitan Pumping Station;;;24525;;34.1588889;-118.2394444;6489232.22942021;1880289.34337223
157210700;-118.218888956961706;34.123333266650143;US Geological Survey (USGS);York Boulevard Puming Station;;;24530;;34.1233333;-118.2188889;6495422.61074021;1867335.8620614
157210701;-118.181388956083097;34.118333266958949;US Geological Survey (USGS);Garvanza Pumping Station;;;24531;;34.1183333;-118.1813889;6506768.85871696;1865493.67512898
157211023;-117.920621857356508;34.510549466288062;US Geological Survey (USGS);Pearblossom Pumping Plant;;;24891;;34.5105495;-117.9206218;6585583.22700655;2008188.65450223
157211082;-118.427303656628709;34.705261565687969;US Geological Survey (USGS);Fairmont Reservoir;;;24962;;34.7052616;-118.4273036;6433245.50773247;2079313.15956265
157211089;-118.115072357421155;34.791647865790246;US Geological Survey (USGS);Piute Ponds;;;24970;;34.7916479;-118.1150723;6527121.57686973;2110498.88885772
157211090;-118.630365656108978;34.56387886552757;US Geological Survey (USGS);Elderberry Forebay;;;24971;;34.5638789;-118.6303656;6371893.83647281;2028182.11779606
157211093;-118.171184757211677;34.718595065448078;US Geological Survey (USGS);Pond Two;;;24974;;34.7185951;-118.1711847;6510229.40461738;2083936.48168081
157211094;-118.369524656368384;34.584989066214362;US Geological Survey (USGS);Bouquet Reservoir;;;24975;;34.5849891;-118.3695246;6450449.81879622;2035474.02742481
157211098;-118.764258355673377;34.644152865330973;US Geological Survey (USGS);Pyramid Lake;;;24979;;34.6441529;-118.7642583;6331807.22078006;2057674.75598915
157211101;-118.760091556337244;34.772480165289565;US Geological Survey (USGS);Quail Lake;;;24982;;34.7724802;-118.7600915;6333413.57944398;2104366.30860323
157211102;-118.746202155961583;34.772480164946153;US Geological Survey (USGS);Quail Lake;;;24983;;34.7724802;-118.7462021;6337584.51204696;2104335.05636914
157211111;-118.499528056416011;34.747481765480316;US Geological Survey (USGS);Kings Canyon Percolation Basin;;;24992;;34.7474818;-118.499528;6411615.20617689;2094778.35927522
157211115;-118.630921256470344;34.561934365963687;US Geological Survey (USGS);Elderberry Lake;;;24998;;34.5619344;-118.6309212;6371722.12913905;2027475.52931423
157211120;-118.393686655674585;33.377528067850491;US Geological Survey (USGS);Cape Canyon Reservoir;;;25004;;33.3775281;-118.3936866;6441456.46342339;1596076.55090655
157211122;-118.450355255211974;33.426138168008343;US Geological Survey (USGS);Deep Tank Reservoir;;;25007;;33.4261382;-118.4503552;6424231.83908005;1613840.86872432
157211127;-118.410912655902038;34.094730666587367;US Geological Survey (USGS);Franklin Canyon Reservoir;;;25013;;34.0947307;-118.4109126;6437263.4655758;1857108.99603222
157211128;-118.188961156226725;34.076677166587395;US Geological Survey (USGS);Ascot Reservoir;;;25014;;34.0766772;-118.1889611;6504448.46571997;1850338.48693548
157211131;-118.610363855683929;34.151116766251278;US Geological Survey (USGS);Girard Reservoir;;;25017;;34.1511168;-118.6103638;6377003.34462647;1877935.32413015
157211134;-118.471745054714745;33.411971767953162;US Geological Survey (USGS);Lower Buffalo Corral Reservoir;;;25020;;33.4119718;-118.471745;6417679.99227564;1608714.96854307
157211135;-118.175905756400908;34.18528346664727;US Geological Survey (USGS);Devils Gate Reservoir;;;25021;;34.1852835;-118.1759057;6508471.1085933;1889855.08933257
157211136;-118.114791756602813;34.047788867097744;US Geological Survey (USGS);Garvey Reservoir;;;25023;;34.0477889;-118.1147917;6526896.68493105;1839791.54936798
157211137;-118.628977155618074;34.221392966133209;US Geological Survey (USGS);Lees Lake;;;25024;;34.221393;-118.6289771;6371531.95005748;1903544.32278082
157211143;-118.420631954807618;33.405305267676361;US Geological Survey (USGS);Buffalo Springs Reservoirs;;;25030;;33.4053053;-118.4206319;6433270.95321964;1606219.44170998
157211145;-118.621754856147575;34.232503765877375;US Geological Survey (USGS);Chatsworth Reservoir;;;25033;;34.2325038;-118.6217548;6373740.21762255;1907574.08309397
157211149;-118.461744554679512;33.433915767549486;US Geological Survey (USGS);Big Springs Reservoir;;;25037;;33.4339158;-118.4617445;6420769.10256723;1616687.27838582
157211155;-118.396470355892006;34.33472166668183;US Geological Survey (USGS);Pacoima Reservoir;;;25044;;34.3347217;-118.3964703;6441980.43678489;1944427.87946498
157211156;-118.323127656343956;33.772517267681138;US Geological Survey (USGS);Palos Verdes Reservoir;;;25045;;33.7725173;-118.3231276;6463463.97977573;1739751.76618023
157211157;-118.327297155822208;33.955291766588019;US Geological Survey (USGS);Morningside Park Reservoir;;;25046;;33.9552918;-118.3272971;6462413.35392421;1806271.69514798
157211159;-118.265352556074305;34.092232166651002;US Geological Survey (USGS);Silver Lake Reservoir;;;25048;;34.0922322;-118.2653525;6481330.34364922;1856051.50339656
157211164;-118.364241055087092;33.348917568134603;US Geological Survey (USGS);Patrick Reservoir;;;25054;;33.3489176;-118.364241;6450410.02917764;1585629.71189214
157211171;-118.189239356885068;34.146118467041823;US Geological Survey (USGS);Eagle Rock Reservoir;;;25061;;34.1461185;-118.1892393;6504411.79551771;1875609.58337481
157211174;-118.336190256512126;34.25694706683641;US Geological Survey (USGS);Green Verdugo Reservoir;;;25064;;34.2569471;-118.3361902;6460083.57807197;1916058.10221514
157211175;-118.383136456352261;34.268891066259485;US Geological Survey (USGS);Hansen Flood Control Basin;;;25065;;34.2688911;-118.3831364;6445914.45549163;1920455.46743615
157211176;-118.368691556470949;34.268891066833504;US Geological Survey (USGS);Hansen Flood Control Basin;;;25066;;34.2688911;-118.3686915;6450278.6304903;1920439.14660265
157211177;-118.385358756808358;34.260558066847466;US Geological Survey (USGS);Hansen Lake;;;25067;;34.2605581;-118.3853587;6445231.41584723;1917425.52598947
157211178;-118.361463255328005;33.351695267993399;US Geological Survey (USGS);Haypress Reservoir;;;25068;;33.3516953;-118.3614632;6451262.1619878;1586637.61079498
157211179;-118.204794856833416;34.058622466941891;US Geological Survey (USGS);Hazard Reservoir;;;25069;;34.0586225;-118.2047948;6499640.26897155;1843777.44001822
157211180;-118.778145554871969;34.11278376626796;US Geological Survey (USGS);Lake Enchanto;;;25070;;34.1127838;-118.7781455;6326133.51526397;1864336.26504223
157211184;-117.964509356711559;34.244447567222608;US Geological Survey (USGS);Cogswell Reservoir;;;25074;;34.2444476;-117.9645093;6572396.19202897;1911341.32227865
157211186;-118.522584856815442;34.529991565549672;US Geological Survey (USGS);Drinkwater Reservoir;;;25077;;34.5299916;-118.5225848;6404277.6496578;2015663.77898765
157211187;-118.513694756276777;34.148339266431485;US Geological Survey (USGS);Encino Reservoir;;;25078;;34.1483393;-118.5136947;6406245.36061738;1876761.02168873
